Frequency,Mean_Amplitude,Std_Amplitude
144000000.0,0.008034458633828994,-0.0004157621470178884
144500000.0,0.008448467561287074,-0.0004815551233798782
145000000.0,0.007610597820342304,-0.0004633681494992533
145500000.0,0.007283632127350268,-0.0003716833833104908
146000000.0,0.006418233724989144,-0.00027773787695766503
420000000.0,0.0009364768789887433,-1.9871257474043198e-05
420500000.0,0.0012432697057530248,-3.739203505248633e-05
421000000.0,0.012418844795201379,0.0007815757774176386
421500000.0,0.010711119891556533,0.000426699814985272
422000000.0,0.012824596980723222,0.000261856002643928
422500000.0,0.015112388697051424,0.00012126119385390006
423000000.0,0.012722064831893167,0.00031989174237564283
423500000.0,0.006989605977516361,5.569681986953862e-05
424000000.0,0.0033452947399296336,4.212452910803445e-06
424500000.0,0.0025402517370497367,-6.58174678009292e-06
425000000.0,0.002079710611613967,-1.8548447708569178e-06
425500000.0,0.0015474357936191541,-2.515087350527282e-05
426000000.0,0.0013264711857416019,-2.3562175000052402e-05
426500000.0,0.002443129194473596,0.00019542344088184114
427000000.0,0.0006178565646363036,9.446212644960807e-06
427500000.0,0.0005598948516727327,-1.4313392812135694e-05
428000000.0,0.0005663847056769516,-2.1063300175800244e-05
428500000.0,0.0005508384143247017,-1.8850219109734395e-05
429000000.0,0.000545097972728879,-2.2467735454633907e-05
429500000.0,0.0005254471258011064,-2.474963486308096e-05
430000000.0,0.0007022841928347131,-2.5897768217277484e-05
430500000.0,0.0006913310012074085,-2.4530256621693334e-05
431000000.0,0.0008530090259277685,-1.651667878142121e-05
431500000.0,0.0009581146464062199,-1.8107564658306015e-05
432000000.0,0.0011983995524372268,-2.53941237596864e-05
432500000.0,0.0012628699548296878,-2.2642724382354574e-05
433000000.0,0.0007665130379620008,-2.9717297899900508e-05
433500000.0,0.0012878603629804062,-4.694367930896794e-05
434000000.0,0.0013351316256301443,-5.281553186894223e-05
434500000.0,0.001238498996844967,-5.723610507586528e-05
435000000.0,0.0024748079219620517,-0.0001135765119088339
435500000.0,0.0017503509044840989,-7.440518817014574e-05
436000000.0,0.0007163919672369109,-2.2809918241124133e-05
436500000.0,0.0005359165448391787,-2.5467395973211297e-05
437000000.0,0.0005303788698049854,-2.8965853884661076e-05
437500000.0,0.03544924505257379,-0.014437352531395605
438000000.0,0.04293239928873054,-0.01865976494492017
438500000.0,0.04626554274099018,-0.02048780156325959
439000000.0,0.0008613797726316423,0.000244730175343576
439500000.0,0.0006148033088386041,-2.764637742037551e-05
440000000.0,0.0018393860954372197,-9.380624278521835e-05
144000000.0,0.00796694588360965,-0.0004207610525820602
144500000.0,0.008414322948196785,-0.0004839735158581361
145000000.0,0.007618431960769238,-0.0004560726751724701
145500000.0,0.007285697896745334,-0.00037713321961941725
146000000.0,0.006463405501102003,-0.0002723195924012249
420000000.0,0.0009293687867392912,-2.0747132441705657e-05
420500000.0,0.0007967236043439267,-2.0071363070204738e-05
421000000.0,0.012832424965665348,0.0006676203293129726
421500000.0,0.013093285332281457,0.0009085755215718395
422000000.0,0.01102716568932604,0.0005177988657965003
422500000.0,0.012437889635740003,0.00042986908005051335
423000000.0,0.010855110784189334,0.00031888148823342073
423500000.0,0.0077875388169349,-3.543647682789945e-05
424000000.0,0.003145830412559401,1.4032824615754563e-05
424500000.0,0.002643953166641483,-2.7467998965622015e-05
425000000.0,0.001980737405353515,-1.2717224677293135e-05
425500000.0,0.001348680764138231,-1.2489091215322156e-05
426000000.0,0.0011632825152599366,-1.6092577930368215e-05
426500000.0,0.0008380055077878506,-2.581639054683246e-05
427000000.0,0.0005629401988433778,-2.4969747052857032e-05
427500000.0,0.0005453548684665653,-2.41208009202916e-05
428000000.0,0.0005559451209219394,-2.3401511765863318e-05
428500000.0,0.0005578681548131057,-3.8299109614371366e-05
429000000.0,0.000554685408202282,-2.5131195500563235e-05
429500000.0,0.0005743748687173421,-1.7910540172974326e-05
430000000.0,0.0007644270729442517,-2.9492432978082256e-05
430500000.0,0.0007555214536780544,-1.8108300973828837e-05
431000000.0,0.0009243315919045296,-2.8698416269220606e-05
431500000.0,0.0009839100016650608,-2.073194273850414e-05
432000000.0,0.001083725141392949,-3.238829244725484e-05
432500000.0,0.0011826968103646983,-2.8514285997671934e-05
433000000.0,0.0007601367150132587,-2.3750821822824753e-05
433500000.0,0.001317464098828373,-3.0498046735618635e-05
434000000.0,0.001144995105480216,-4.243410331915845e-05
434500000.0,0.01862064643972549,0.004049460453264073
435000000.0,0.006118926524833363,-0.0005975213109709787
435500000.0,0.02268985914357515,-0.007318412072449302
436000000.0,0.016847304941185623,-0.004190267960490421
436500000.0,0.007414936875311654,-0.001128713461040356
437000000.0,0.0006070705200607682,-3.186098303241321e-05
437500000.0,0.0005352557899292263,-1.7088450881024773e-05
438000000.0,0.000606103690168606,-3.0128058647577687e-05
438500000.0,0.0006123792289533656,-1.9712364195433323e-05
439000000.0,0.0006075420754322882,-1.9508548220651767e-05
439500000.0,0.0006406778967970008,-2.47960881965919e-05
440000000.0,0.0018599374577032701,-9.584576718034757e-05
144000000.0,0.008016114295999277,-0.0004185828654988859
144500000.0,0.00837734856503366,-0.0004913917689553116
145000000.0,0.007596839637013392,-0.0004530975571010198
145500000.0,0.007231331449613732,-0.0003635954619748789
146000000.0,0.006307099412964666,-0.000273448585430428
420000000.0,0.0009182202112668223,-1.685097414784746e-05
420500000.0,0.0009521148508600785,-3.478207276271238e-05
421000000.0,0.012823147580798557,0.0006677276237108554
421500000.0,0.013146710465451728,0.0005720252630989978
422000000.0,0.011119665810485737,0.0005147691196893426
422500000.0,0.012890967297389835,0.0005303207202837648
423000000.0,0.012808132191987728,0.0004021913978032466
423500000.0,0.005774699209818374,0.00014270676496228344
424000000.0,0.0029265562729064594,2.4937762524183168e-05
424500000.0,0.0024879862436663603,3.0632836864885604e-06
425000000.0,0.001800468879317071,-5.448277676171572e-06
425500000.0,0.0013724644583866664,-2.5826425734127917e-05
426000000.0,0.001125575819707639,-5.696342122709253e-06
426500000.0,0.0008266978979766233,-2.9427372048899014e-05
427000000.0,0.0005876752369547441,-3.340625178560285e-05
427500000.0,0.0005425967168182588,-2.7475749861822704e-05
428000000.0,0.0005437419110120798,-5.776454918243301e-06
428500000.0,0.000521775217606894,-2.147203531618059e-05
429000000.0,0.0005474493761883811,-2.19063795944699e-05
429500000.0,0.0005387886714895571,-1.624049512538242e-05
430000000.0,0.0007314210299733449,-1.938983996165679e-05
430500000.0,0.0007859946616155854,-1.8475863004872753e-05
431000000.0,0.0009338486658297673,-2.6128848513710945e-05
431500000.0,0.0010673625654389963,-3.383978648915074e-05
432000000.0,0.0011876086164925926,-3.622235377425439e-05
432500000.0,0.001181673405737729,-3.0122080939080844e-05
433000000.0,0.0007695702855869502,-2.4712618150439394e-05
433500000.0,0.0011257954599620816,-4.445483774508785e-05
434000000.0,0.001258305940717362,-3.861338228585505e-05
434500000.0,0.001178127159164826,-4.5149094822535644e-05
435000000.0,0.0012279155139116817,-5.157725513995812e-05
435500000.0,0.0005675460663955576,-2.0508857006843557e-05
436000000.0,0.0005525169822234329,-1.8887229818566667e-05
436500000.0,0.0005217550115368009,-2.34648344151128e-05
437000000.0,0.000502900324733994,-2.1085492444105735e-05
437500000.0,0.0005396539661912914,-2.3235911458361507e-05
438000000.0,0.0005913829323760972,-2.5054101712557723e-05
438500000.0,0.0005789677364276738,-1.4686701543632704e-05
439000000.0,0.000557123953189268,-2.0433614155511914e-05
439500000.0,0.0006186692448572772,-2.740561868208065e-05
440000000.0,0.001845639776041611,-9.053072406437672e-05
144000000.0,0.00802207981127019,-0.0004353818322368648
144500000.0,0.008332085656458996,-0.0004717821890804076
145000000.0,0.007471762155985525,-0.0004589075061155034
145500000.0,0.0071797467394665885,-0.00036832311273563966
146000000.0,0.006268532556615922,-0.00025473434967223426
420000000.0,0.0008980280324126734,-2.412931122740573e-05
420500000.0,0.0007635480442546109,-2.579284051511363e-05
421000000.0,0.01618005658918436,0.0009120584030019706
421500000.0,0.01691658532845773,0.0002642210698100538
422000000.0,0.010986329514266575,0.0005276231531032589
422500000.0,0.010610478056849353,0.00048172077088119193
423000000.0,0.008895014670560232,0.00031780009512908866
423500000.0,0.006250904674537726,7.536753533381874e-05
424000000.0,0.003021120988400513,3.2700125514817597e-05
